issueKey,caseId,severity,statut,module,priority,scenario,descriptionTechnique,rg,preuve,video
"ORI-783","CT-ETAB-05","moyen","assertion-low","MP1 > SP1.1","P1","SIRET verrouille sur etab ACTIF (RG_ETAB_SIRET_MODIF_INTERDITE_SI_ACTIF)","Étapes 5/5, assertions 0/2","RG_ETAB_SIRET_MODIF_INTERDITE_SI_ACTIF","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-05/journey.mp4"
"ORI-956","CT-ABH-01","moyen","assertion-low","MP3 > SP3.4","P1","RG_INT_ABAHED/ABAHEF_1 - Visibilite des champs heure selon 'Heures possibles'","Étapes 4/4, assertions 0/4","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-01/journey.mp4"
"ORI-1065","CT-OPT-A-04","mineur","assertion-low","MP2 > SP2.1","P2","CA07: Colonne Periodicite conditionnelle (Recurrent vs Ponctuel)","Étapes 3/3, assertions 0/3","RG_OPT_LIST_13","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1065/CT-OPT-A-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1065/CT-OPT-A-04/journey.mp4"
"ORI-1067","CT-OPT-B-01","mineur","blocked-flow","MP2 > SP2.1","P1","CA01+CA02: Acces formulaire creation (habilitations + pre-remplissage defauts)","Étape ""Cliquer Creer"" nécessite une action persistante (Creer) — bloquée par garde non-persistance","RG_OPT_CREATE_01, RG_OPT_CREATE_02, RG_OPT_CREATE_12, RG_OPT_CREATE_14, RG_OPT_CREATE_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-01/journey.mp4"
"ORI-1067","CT-OPT-B-02","mineur","blocked-flow","MP2 > SP2.1","P1","CA03+CA04: Creation option avec succes (statut Actif + statut Inactif)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_OPT_CREATE_12, RG_OPT_CREATE_13","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-02/journey.mp4"
"ORI-1067","CT-OPT-B-03","mineur","blocked-flow","MP2 > SP2.1","P1","CA05: Doublon de code bloque (message exact)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_OPT_CREATE_03","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-03/journey.mp4"
"ORI-1067","CT-OPT-B-06","mineur","assertion-low","MP2 > SP2.1","P1","CA11+CA12: Periodicite conditionnelle (Recurrent=visible, Ponctuel=masque) + label dynamique Quantite","Étapes 9/9, assertions 0/8","RG_OPT_CREATE_08, RG_OPT_CREATE_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-06/journey.mp4"
"ORI-1068","CT-RND-02","mineur","assertion-low","MP4 > SP4.2","P1","Types de widgets supportes et mapping Design System Orion","Étapes 4/4, assertions 0/4","RG_BSN_QUAL_03","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1068/CT-RND-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1068/CT-RND-02/journey.mp4"
"ORI-1068","CT-RND-06","mineur","blocked-flow","MP4 > SP4.2","P1","RG_BSN_QUAL_06/07 / CA-04 - Enregistrement partiel (statut 'Qualification en cours')","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_BSN_QUAL_06","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1068/CT-RND-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1068/CT-RND-06/journey.mp4"
"ORI-1356","CT-VIS-01","mineur","assertion-low","MP3 > SP3.4","P1","Affichage en lecture seule de l'ecran Visualiser une absence (aucun controle, aucun calcul)","Étapes 4/4, assertions 0/2","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-01/journey.mp4"
"ORI-368","CT-BSN-01","mineur","assertion-low","MP4 > SP4.2","P1","CA-A01 - Affichage du tableau des besoins et alimentation automatique (statut A qualifier)","Étapes 4/4, assertions 0/4","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-01/journey.mp4"
"ORI-368","CT-BSN-07","mineur","assertion-low","MP4 > SP4.2","P2","RG_BSN_CONSULT_01 / CA-A19 - Action Consulter d'un besoin Abandonne (lecture seule)","Étapes 3/3, assertions 0/2","RG_BSN_CONSULT_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-07/journey.mp4"
"ORI-657","CT-PIM-D-02","mineur","blocked-flow","MP2 > SP2.1","P1","CA03+CA04+CA16: Modification nom et code avec succes + normalisation code","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_FAM_UPD_03, RG_FAM_UPD_04, RG_FAM_UPD_05, RG_FAM_UPD_10","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-02/journey.mp4"
"ORI-657","CT-PIM-D-03","mineur","blocked-flow","MP2 > SP2.1","P1","CA05 a CA08: Controles format code + unicite code/nom (frontend + backend)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_FAM_UPD_03, RG_FAM_UPD_04, RG_FAM_UPD_05, RG_FAM_UPD_12","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-03/journey.mp4"
"ORI-657","CT-PIM-D-04","mineur","blocked-flow","MP2 > SP2.1","P1","CA09: Champs obligatoires manquants","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_FAM_UPD_09","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-04/journey.mp4"
"ORI-657","CT-PIM-D-05","mineur","blocked-flow","MP2 > SP2.1","P1","CA10+CA11+CA12: Desactivation bloquee si dependances + reactivation immediate","Étape ""Passer statut a Inactif, cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_FAM_UPD_06, RG_FAM_UPD_07, RG_FAM_UPD_08","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-657/CT-PIM-D-05/journey.mp4"
"ORI-688","CT-PTG-01","mineur","assertion-low","MP5 > SP5.2","P1","RG_PLA_HRD_01 - Presence des 2 icones (debut et fin) sur la carte d'intervention","Étapes 3/3, assertions 0/1","RG_PLA_HRD_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-01/journey.mp4"
"ORI-688","CT-PTG-02","mineur","assertion-low","MP5 > SP5.2","P1","RG_PLA_HRD_01 - Icone selon le type de pointage (Aucun pointage / Scan QR / Manuel / Force)","Étapes 4/4, assertions 0/4","RG_PLA_HRD_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-688/CT-PTG-02/journey.mp4"
"ORI-769","CT-LOC-03","mineur","assertion-low","MP4 > SP4.1","P2","Source de l'adresse affichee : RDV a domicile vs RDV en agence","Étapes 4/4, assertions 0/4","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-03/journey.mp4"
"ORI-769","CT-LOC-07","mineur","assertion-low","MP4 > SP4.1","P2","Localisation en lecture seule pour un RDV annule ou passe (historique)","Étapes 4/4, assertions 0/4","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-07/journey.mp4"
"ORI-773","CT-STE-COORD-02","mineur","blocked-flow","MP1 > SP1.1","P1","Modification et enregistrement nominal","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_GEN_ENR_01, RG_STE_Modif","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-02/journey.mp4"
"ORI-773","CT-STE-COORD-04","mineur","blocked-flow","MP1 > SP1.1","P1","Controles champs obligatoires NULL sur societe Active (RG_STE_Modif)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_STE_Modif","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-773/CT-STE-COORD-04/journey.mp4"
"ORI-783","CT-ETAB-02","mineur","blocked-flow","MP1 > SP1.1","P1","Modification et enregistrement nominal (etab INACTIF)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_GEN_ENR_01, RG_ETAB_Modif, RG_ETAB_SIRET_03","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-02/journey.mp4"
"ORI-783","CT-ETAB-04","mineur","blocked-flow","MP1 > SP1.1","P1","Champs obligatoires NULL sur etab ACTIF (RG_ETAB_Modif)","Étape ""Cliquer Enregistrer"" nécessite une action persistante (Enregistrer) — bloquée par garde non-persistance","RG_ETAB_Modif","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-783/CT-ETAB-04/journey.mp4"
"ORI-790","CT-AF-03","mineur","assertion-low","MP6 > SP6.1","P1","RG_PAP_HER_01/02 - Bandeau 'Herite du CDA' et champs en lecture seule","Étapes 4/4, assertions 0/1","RG_PAP_HER_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-03/journey.mp4"
"ORI-790","CT-AF-04","mineur","assertion-low","MP6 > SP6.1","P1","RG_PAP_PEC_01 / CA_PAP_PEC_01/02 - Calcul bidirectionnel taux PEC <-> montant PEC","Étapes 5/5, assertions 0/4","RG_PAP_PEC_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-04/journey.mp4"
"ORI-790","CT-AF-06","mineur","blocked-flow","MP6 > SP6.1","P1","RG_PAP_NAV_03 / CA_PAP_NAV_04 - Validation de la sous-page : sauvegarde, badge 'Personnalise' et retour liste","Étape ""Cliquer sur 'Valider'"" nécessite une action persistante (Valider) — bloquée par garde non-persistance","RG_PAP_NAV_03, RG_PAP_BAD_PER_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-06/journey.mp4"
"ORI-790","CT-AF-08","mineur","assertion-low","MP6 > SP6.1","P2","RG_PAP_ABC/FORF/ABO/TRJ - Affichage conditionnel du detail selon le format de facturation","Étapes 4/4, assertions 0/4","RG_PAP_ABC_01, RG_PAP_FORF_01, RG_PAP_ABO_01, RG_PAP_TRJ_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-08/journey.mp4"
"ORI-936","CT-CPT-01","mineur","assertion-low","MP3 > SP3.4","P1","RG_INT_CPTS_1 - Affichage par defaut de l'ecran a la date du jour","Étapes 4/4, assertions 0/3","RG_INT_CPTS_1, RG_INT_CPTT_1c","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-01/journey.mp4"
"ORI-936","CT-CPT-04","mineur","assertion-low","MP3 > SP3.4","P1","RG_INT_CPTT_1 / 1c - Affichage des types de conges selon le parametrage (libelle + periode)","Étapes 5/5, assertions 0/2","RG_INT_CPTT_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-04/journey.mp4"
"ORI-956","CT-ABH-13","mineur","assertion-low","MP3 > SP3.4","P1","RG_INT_ABACAD_1 (B) - Calcul et affichage de la duree en heures (dates =) (CA F6-F8)","Étapes 5/5, assertions 0/5","RG_INT_ABACAD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-13/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-13/journey.mp4"
"ORI-995","CT-ABD-02","mineur","blocked-flow","MP4 > SP4.2","P1","RG_BSN_ABAND_MOTIF_01 / CA-01 - Abandon avec un motif standard (different de 'Autre')","Étape ""Cliquer sur Valider"" nécessite une action persistante (Valider) — bloquée par garde non-persistance","RG_BSN_ABAND_MOTIF_01, RG_BSN_ABAND_VALID_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-02/journey.mp4"
"ORI-995","CT-ABD-04","mineur","blocked-flow","MP4 > SP4.2","P1","RG_BSN_ABAND_MOTIF_01 - Motif d'abandon obligatoire (blocage si absent)","Étape ""Tenter de cliquer sur Valider"" nécessite une action persistante (Valider) — bloquée par garde non-persistance","RG_BSN_ABAND_MOTIF_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-04/journey.mp4"
"ORI-995","CT-ABD-06","mineur","assertion-low","MP4 > SP4.2","P1","RG_BSN_ABAND_VALID_01 - Etat post-abandon : irreversibilite et actions restantes (Consulter seul)","Étapes 4/4, assertions 0/4","RG_BSN_ABAND_VALID_01, RG_BSN_CONSULT_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-06/journey.mp4"
