"External ID","Issue Type","Summary","Description","Priority","Labels","Linked Requirement","Test Plan","Test Execution","Test Set"
"TC-ORI-745-CT-UX-07-R196","Test","ORI-745 CT-UX-07 - Conformite maquette et coherence transverse des icones remplaces","Tous les icones cibles sont remplaces de maniere coherente sur l'ensemble des pages impactees, sans residu d'anciens icones.","Medium","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-08-R197","Test","ORI-745 CT-UX-08 - Non-regression fonctionnelle des elements dont l'icone/tag a change","Le remplacement des icones/tags n'introduit aucune regression fonctionnelle : les actions et navigations associees restent conformes.","Medium","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-769-CT-LOC-01-R199","Test","ORI-769 CT-LOC-01 - Affichage de la localisation (carte + adresse + pin) dans le drawer d'un RDV avec adresse","Le drawer de detail d'un RDV avec adresse affiche la zone localisation avec la carte, l'adresse textuelle et un pin positionne.","High","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-02-R200","Test","ORI-769 CT-LOC-02 - RDV sans adresse renseignee : etat vide de la zone localisation","Un RDV sans adresse affiche un etat vide clair pour la localisation, sans carte ni pin et sans bloquer le drawer.","High","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-03-R201","Test","ORI-769 CT-LOC-03 - Source de l'adresse affichee : RDV a domicile vs RDV en agence","La localisation affichee correspond bien au lieu du RDV : adresse domicile client pour un RDV a domicile, adresse agence pour un RDV en agence.","Medium","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-04-R202","Test","ORI-769 CT-LOC-04 - Robustesse : echec de chargement de la carte (GEOWS/reseau KO) - mode degrade","En cas d'indisponibilite du service carto, l'adresse reste affichee et le drawer reste fonctionnel (degradation gracieuse, sans blocage).","High","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-05-R203","Test","ORI-769 CT-LOC-05 - Adresse non geocodable : affichage texte sans pin precis","Une adresse non geocodable affiche le texte de l'adresse sans pin precis, sans bloquer l'affichage du drawer.","Medium","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-06-R204","Test","ORI-769 CT-LOC-06 - Interaction sur la carte / bouton itineraire (si present)","Les interactions de la carte (zoom/pin) et le bouton itineraire, s'ils existent, fonctionnent conformement a la maquette (a confirmer sur Figma).","Medium","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-769-CT-LOC-07-R205","Test","ORI-769 CT-LOC-07 - Localisation en lecture seule pour un RDV annule ou passe (historique)","La zone localisation reste consultable et coherente pour les RDV annules et passes, en lecture seule.","Medium","orion local-only playwright-candidate","ORI-769","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-769"
"TC-ORI-368-CT-BSN-01-R207","Test","ORI-368 CT-BSN-01 - CA-A01 - Affichage du tableau des besoins et alimentation automatique (statut A qualifier)","Le tableau des besoins affiche les bonnes colonnes en lecture seule et integre automatiquement les besoins 'A qualifier' de la synthese Agences et services.","High","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-02-R208","Test","ORI-368 CT-BSN-02 - RG_BSN_TRILST_01 / CA-A02 - Tri par defaut (statut puis date de creation croissante)","Le tableau applique par defaut le tri par statut (ordre defini) puis par date de creation croissante.","High","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-03-R209","Test","ORI-368 CT-BSN-03 - RG_BSN_TRILST_02 / CA-A03 - Tri utilisateur par colonne (alternance croissant/decroissant)","L'utilisateur peut trier les colonnes Service, Statut, Responsable et Date de creation avec alternance du sens ; la colonne Actions n'est pas triable.","Medium","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-04-R210","Test","ORI-368 CT-BSN-04 - RG_BSN_ACT_01 / CA-A04-A07/A19 - Actions disponibles selon le statut du besoin","Les actions proposees par ligne (Modifier, Consulter, Abandonner) correspondent au statut du besoin et a la presence de devis actifs.","High","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-05-R211","Test","ORI-368 CT-BSN-05 - RG_BSN_ABAND_01 / CA1-16-18 - Regle d'abandon selon presence de devis","L'action Abandonner n'est disponible sur un besoin Qualifie que si aucun devis actif n'y est rattache (sans devis ou devis Refuse/Expire).","High","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-06-R212","Test","ORI-368 CT-BSN-06 - RG_BSN_MODIF_01 / CA-A08-A11 - Action Modifier : chargement du formulaire de la famille","L'action Modifier ouvre le formulaire de la famille de produits (vierge ou prerempli selon le statut) et affiche une erreur si aucun formulaire n'est parametre.","High","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-07-R213","Test","ORI-368 CT-BSN-07 - RG_BSN_CONSULT_01 / CA-A19 - Action Consulter d'un besoin Abandonne (lecture seule)","L'action Consulter (statut Abandonne) ouvre le formulaire du besoin en lecture seule, sans action de validation.","Medium","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-368-CT-BSN-08-R214","Test","ORI-368 CT-BSN-08 - Contenu des colonnes Service / Statut / Responsable / Date de creation","Les colonnes Service, Statut, Responsable et Date de creation affichent les valeurs attendues, avec responsable vide avant la 1ere qualification.","Medium","orion local-only playwright-candidate","ORI-368","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-368"
"TC-ORI-667-CT-FILT-01-R216","Test","ORI-667 CT-FILT-01 - RG_BSN_FILT_01 / CA-B01-B03 - Champ 'Rechercher un besoin' : criteres couverts et insensibilite casse/accents","Le champ de recherche filtre les besoins sur le service, le responsable et la reference de devis, de maniere insensible a la casse et aux accents.","High","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-667-CT-FILT-02-R217","Test","ORI-667 CT-FILT-02 - RG_BSN_FILT_02 / CA-B02 - Filtre 'Statut' (cases a cocher multi-selection) et valeur par defaut 'Tous'","Le filtre Statut (cases a cocher) affiche par defaut 'Tous' et permet de filtrer sur un ou plusieurs statuts.","High","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-667-CT-FILT-03-R218","Test","ORI-667 CT-FILT-03 - RG_BSN_FILT_04 / CA-B04 - Application cumulative des criteres (logique ET)","La combinaison recherche texte + filtre statut s'applique de maniere cumulative (ET) : seuls les besoins respectant tous les criteres sont affiches.","High","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-667-CT-FILT-04-R219","Test","ORI-667 CT-FILT-04 - RG_BSN_FILT_03 / CA-B05 - Reinitialiser les filtres (retour valeurs par defaut + tri par defaut)","Le lien 'Reinitialiser les filtres' remet les filtres a leur valeur par defaut et reaffiche tous les besoins avec le tri par defaut.","High","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-667-CT-FILT-05-R220","Test","ORI-667 CT-FILT-05 - RG_BSN_FILT_02 - Etat vide filtre (aucun besoin ne correspond)","Lorsqu'aucun besoin ne correspond aux criteres, la liste des besoins est vide (etat vide filtre).","Medium","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-667-CT-FILT-06-R221","Test","ORI-667 CT-FILT-06 - Application immediate du filtrage (sans bouton) et coherence avec le tableau","Le filtrage s'applique immediatement a la saisie/selection, sans bouton, avec une liste actualisee de facon coherente.","Medium","orion local-only playwright-candidate","ORI-667","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-667"
"TC-ORI-995-CT-ABD-01-R223","Test","ORI-995 CT-ABD-01 - Disponibilite de l'action Abandonner selon le statut et les devis associes","L'action Abandonner n'est disponible que pour les statuts A qualifier/Qualification en cours/Qualifie sans devis actif, et absente sinon.","High","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-995-CT-ABD-02-R224","Test","ORI-995 CT-ABD-02 - RG_BSN_ABAND_MOTIF_01 / CA-01 - Abandon avec un motif standard (different de 'Autre')","L'abandon avec un motif standard fait passer le besoin au statut 'Abandonne' apres confirmation.","High","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-995-CT-ABD-03-R225","Test","ORI-995 CT-ABD-03 - RG_BSN_ABAND_COMM_01 / CA-02 - Motif 'Autre' : champ Commentaire affiche et obligatoire","La selection du motif 'Autre' affiche un champ Commentaire obligatoire, bloquant la validation tant qu'il n'est pas saisi.","High","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-995-CT-ABD-04-R226","Test","ORI-995 CT-ABD-04 - RG_BSN_ABAND_MOTIF_01 - Motif d'abandon obligatoire (blocage si absent)","La validation de l'abandon est impossible tant qu'aucun motif n'est selectionne.","High","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-995-CT-ABD-05-R227","Test","ORI-995 CT-ABD-05 - RG_BSN_ABAND_RET_01 / CA-03 - Annulation de la procedure d'abandon (bouton Retour)","Le bouton Retour ferme la modale sans modifier le statut du besoin.","Medium","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-995-CT-ABD-06-R228","Test","ORI-995 CT-ABD-06 - RG_BSN_ABAND_VALID_01 - Etat post-abandon : irreversibilite et actions restantes (Consulter seul)","Un besoin abandonne est verrouille en lecture seule, seule l'action Consulter reste disponible, et l'abandon est irreversible.","High","orion local-only playwright-candidate","ORI-995","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-995"
"TC-ORI-1068-CT-RND-01-R230","Test","ORI-1068 CT-RND-01 - RG_BSN_QUAL_01 / CA-01 - Rendu dynamique du JSON en modale stepper (ouverture besoin 'A qualifier')","Le renderer interprete le JSON actif et affiche dynamiquement le formulaire vierge en modale stepper conforme au Design System Orion.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-02-R231","Test","ORI-1068 CT-RND-02 - Types de widgets supportes et mapping Design System Orion","Le renderer affiche correctement chaque type de widget avec le composant Design System Orion et respecte les proprietes definies dans le JSON.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-03-R232","Test","ORI-1068 CT-RND-03 - RG_BSN_QUAL_04 / CA-02 - Navigation entre etapes (Precedent/Suivant/stepper) et indicateur de completude","La navigation entre etapes (Suivant/Precedent/stepper) fonctionne et l'indicateur de completude par etape est mis a jour correctement.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-04-R233","Test","ORI-1068 CT-RND-04 - RG_BSN_QUAL_02 / CA-03 - Champs conditionnels (affichage/masquage + reinitialisation)","Les champs conditionnels s'affichent/masquent dynamiquement selon la valeur source, avec reinitialisation de la valeur et exclusion de la validation quand masques.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-05-R234","Test","ORI-1068 CT-RND-05 - RG_BSN_QUAL_03/07 - Validation des champs et completude d'etape","Le renderer applique les regles de validation du JSON et ne considere une etape Complete que lorsque ses donnees obligatoires sont valides.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-06-R235","Test","ORI-1068 CT-RND-06 - RG_BSN_QUAL_06/07 / CA-04 - Enregistrement partiel (statut 'Qualification en cours')","L'enregistrement partiel sauvegarde les donnees saisies et fait passer/rester le besoin au statut 'Qualification en cours'.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-07-R236","Test","ORI-1068 CT-RND-07 - RG_BSN_QUAL_06/07 / CA-06 - Qualification complete (statut 'Qualifie' + fermeture + refresh)","Lorsque toutes les etapes sont completes, l'enregistrement fait passer le besoin au statut 'Qualifie', ferme la modale et rafraichit la liste.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-08-R237","Test","ORI-1068 CT-RND-08 - RG_BSN_QUAL_05/09 / CA-05/CA-08 - Versionning : conservation de la version du JSON","Le renderer conserve et recharge la version du JSON associee au besoin, garantissant la restitution fidele des donnees meme apres evolution du formulaire.","High","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-1068-CT-RND-09-R238","Test","ORI-1068 CT-RND-09 - CA-07 - Fermeture de la modale sans enregistrement (dialogue de confirmation)","La fermeture avec modifications non enregistrees declenche un dialogue de confirmation offrant de quitter sans enregistrer ou d'enregistrer.","Medium","orion local-only playwright-candidate","ORI-1068","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1068"
"TC-ORI-452-CT-DUR-01-R240","Test","ORI-452 CT-DUR-01 - RG_CTR_INT_01 / Scenario 1 - Duree de realisation trop longue : notification generee","Une duree de realisation superieure a la duree planifiee + seuil genere une notification associee a l'intervention avec le message attendu.","High","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-452-CT-DUR-02-R241","Test","ORI-452 CT-DUR-02 - RG_CTR_INT_01 / Scenario 2 - Duree de realisation trop courte : notification generee","Une duree de realisation inferieure a la duree planifiee - seuil genere une notification associee a l'intervention avec le message attendu.","High","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-452-CT-DUR-03-R242","Test","ORI-452 CT-DUR-03 - RG_CTR_INT_01 / Scenario 3 - Duree de realisation conforme : aucune notification","Une duree de realisation comprise dans la plage toleree (planifiee +/- seuil) ne genere aucune notification.","High","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-452-CT-DUR-04-R243","Test","ORI-452 CT-DUR-04 - RG_CTR_INT_01 - Bornes exactes du seuil (planifiee +/- seuil) : conforme (non strict)","Les durees egales aux bornes du seuil (planifiee +/- seuil) sont considerees conformes et ne generent pas de notification (comparaisons strictes).","High","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-452-CT-DUR-05-R244","Test","ORI-452 CT-DUR-05 - RG_CTR_INT_01 - Seuil differencie par famille de produits (table DMN)","Le controle applique le seuil d'ecart tolere propre a la famille de produits de l'intervention, issu de la table DMN.","Medium","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-452-CT-DUR-06-R245","Test","ORI-452 CT-DUR-06 - RG_CTR_INT_02 - Contenu et attributs de la notification creee (DMN criteres + statut)","La notification creee est correctement associee a l'intervention, au statut 'En cours', avec les attributs (action, niveau, code message, canal) issus de la table DMN.","High","orion local-only playwright-candidate","ORI-452","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-452"
"TC-ORI-688-CT-PTG-01-R247","Test","ORI-688 CT-PTG-01 - RG_PLA_HRD_01 - Presence des 2 icones (debut et fin) sur la carte d'intervention","La carte d'intervention affiche deux icones distinctes representant l'etat des pointages de debut et de fin.","High","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-688-CT-PTG-02-R248","Test","ORI-688 CT-PTG-02 - RG_PLA_HRD_01 - Icone selon le type de pointage (Aucun pointage / Scan QR / Manuel / Force)","L'icone affichee reflete correctement le type de chaque pointage (Aucun pointage, Scan QR code, Pointage manuel, Force).","High","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-688-CT-PTG-03-R249","Test","ORI-688 CT-PTG-03 - RG_PLAI_BAI_01 - Priorite des pointages : force > declare > planifie (icone et horodate)","L'icone et l'horodate de chaque pointage suivent la priorite force > declare > planifie, appliquee independamment au debut et a la fin.","High","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-688-CT-PTG-04-R250","Test","ORI-688 CT-PTG-04 - RG_PLA_TLP_01 - Infobulle au survol : type des pointages par intervenant","L'infobulle au survol restitue le type des pointages de debut et de fin pour chaque intervenant affecte a l'intervention.","Medium","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-688-CT-PTG-05-R251","Test","ORI-688 CT-PTG-05 - RG_PLA_HRD_01 - Affichage identique de l'etat des pointages dans la vue 'Clients'","L'etat des pointages s'affiche de facon identique dans la vue Clients, avec la logique multi-intervenants (debut le plus tot / fin le plus tard) pour l'horodate.","High","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-688-CT-PTG-06-R252","Test","ORI-688 CT-PTG-06 - Mise a jour de l'etat des pointages a la reception/forcage d'un pointage","L'etat des pointages (icone + horodate) se met a jour au fil du cycle de vie selon les pointages recus/forces, en respectant la priorite force > declare > planifie.","Medium","orion local-only playwright-candidate","ORI-688","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-688"
"TC-ORI-728-CT-DIS-01-R254","Test","ORI-728 CT-DIS-01 - RG_CRT_SIN_07/08 / Scenario 7 - Intervenant disponible : serie et interventions creees (Pourvue)","Un intervenant disponible entraine la creation complete de la serie et des interventions au statut 'Pourvue' avec affectation de l'intervenant.","High","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-02-R255","Test","ORI-728 CT-DIS-02 - RG_CRT_SIN_07/09 / Scenario 17 - Intervenant indisponible pour la serie : creation bloquee + notification","Un intervenant indisponible pour la serie (conflit recurrent) bloque la creation, place le message en erreur et genere une notification dediee.","High","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-03-R256","Test","ORI-728 CT-DIS-03 - RG_CRT_SIN_08 / Scenario 18 - Disponible pour la serie mais indisponible pour une occurrence (Non pourvue)","Un intervenant disponible pour la serie mais en conflit sur une occurrence entraine la creation de la serie, l'occurrence concernee etant 'Non pourvue'.","High","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-04-R257","Test","ORI-728 CT-DIS-04 - RG_CRT_SIN_08 - Exclusion des elements au statut 'Annule' du controle de disponibilite","Un element de planning au statut 'Annule' n'est pas considere comme un conflit ; l'intervenant reste disponible.","Medium","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-05-R258","Test","ORI-728 CT-DIS-05 - Scenarios 8/9 - Message sans intervenant (listeIdsIntervenants vide) : verification sautee","En l'absence d'intervenant dans le message, la verification de disponibilite est sautee et la serie est creee avec des interventions Non pourvue/Simulee selon le statut.","High","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-06-R259","Test","ORI-728 CT-DIS-06 - RG_CRT_SIN_07 - Perimetre de la verification serie : recurrents pris en compte, ponctuels ignores","La verification de disponibilite au niveau serie ne considere que les elements recurrents ; les conflits ponctuels n'empechent pas la creation de la serie.","Medium","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-728-CT-DIS-07-R260","Test","ORI-728 CT-DIS-07 - RG_MOD_SIN_07/08 - Verification de disponibilite lors de la MODIFICATION d'une serie (miroir creation)","La verification de disponibilite s'applique de facon identique a la modification d'une serie (creation miroir) : blocage si indispo serie, 'Non pourvue' si conflit d'occurrence.","High","orion local-only playwright-candidate","ORI-728","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-728"
"TC-ORI-750-CT-ERR-01-R262","Test","ORI-750 CT-ERR-01 - RG_CRT_SIN_01 / Scenarios 11-12 - Message non conforme (champ manquant ou incoherence) : notification d'erreur","Un message non conforme (champ manquant ou incoherence) n'entraine aucune creation, est place en file d'erreur et genere une notification indiquant le champ en cause.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-02-R263","Test","ORI-750 CT-ERR-02 - Scenario 16 - Agence inconnue : notification d'erreur","Une agence inconnue bloque la creation, place le message en erreur et genere la notification 'L'agence idAgence est inconnue du domaine Planning'.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-03-R264","Test","ORI-750 CT-ERR-03 - Scenarios 14/15 - Client inconnu et intervenant inconnu : notification d'erreur","Un client ou un intervenant inconnu bloque la creation et genere la notification d'inconnu correspondante, avec message place en file d'erreur.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-04-R265","Test","ORI-750 CT-ERR-04 - Scenario 17 - Intervenant indisponible pour la serie : notification d'erreur","Un intervenant indisponible pour la serie bloque la creation et genere la notification d'indisponibilite, message place en file d'erreur.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-05-R266","Test","ORI-750 CT-ERR-05 - Scenario 13 - Serie d'interventions deja existante : notification d'erreur","Une serie deja existante bloque la creation et genere la notification 'La serie d'interventions idSerieInterventions existe deja dans le domaine Planning'.","Medium","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-06-R267","Test","ORI-750 CT-ERR-06 - RG_CRT_SIN_09 - Contenu de la notification creee et attributs issus de la DMN","La notification d'erreur est correctement enregistree (statut 'En cours', associee a la serie, attributs DMN) et transmise au module transverse de notification.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-07-R268","Test","ORI-750 CT-ERR-07 - Notification des erreurs lors de la MODIFICATION d'une serie (miroir creation)","La notification des erreurs s'applique de facon identique a la modification d'une serie (miroir creation) : blocage de la mise a jour, file d'erreur et notification.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-01-R270","Test","ORI-750 CT-ERR-01 - RG_CRT_SIN_01 / Scenarios 11-12 - Message non conforme (champ manquant ou incoherence) : notification d'erreur","Un message non conforme (champ manquant ou incoherence) n'entraine aucune creation, est place en file d'erreur et genere une notification indiquant le champ en cause.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-02-R271","Test","ORI-750 CT-ERR-02 - Scenario 16 - Agence inconnue : notification d'erreur","Une agence inconnue bloque la creation, place le message en erreur et genere la notification 'L'agence idAgence est inconnue du domaine Planning'.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
